filename	acq_time
func/sub-00014_ses-2_task-wpt_acq-20170118T2140_bold.nii.gz	2017-01-19T02:40:00Z
func/sub-00014_ses-2_task-wpt_acq-20170118T2145_bold.nii.gz	2017-01-19T02:45:00Z
func/sub-00014_ses-2_task-motion_acq-20170118T2150_bold.nii.gz	2017-01-19T02:50:00Z
func/sub-00014_ses-2_task-rest_acq-20170118T2200_bold.nii.gz	2017-01-19T03:00:00Z
func/sub-00014_ses-2_task-icc_acq-20170118T2212_bold.nii.gz	2017-01-19T03:12:00Z
func/sub-00014_ses-2_task-ecc_acq-20170118T2220_bold.nii.gz	2017-01-19T03:20:00Z
eeg/sub-00014_ses-2_task-sleep_acq-20170118T2235_eeg.eeg	2017-01-19T03:35:00Z
func/sub-00014_ses-2_task-sleep_acq-20170118T2235_bold.nii.gz	2017-01-19T03:35:00Z
eeg/sub-00014_ses-2_task-sleep_acq-20170119T0025_eeg.eeg	2017-01-19T05:25:00Z
func/sub-00014_ses-2_task-sleep_acq-20170119T0025_bold.nii.gz	2017-01-19T05:25:00Z
eeg/sub-00014_ses-2_task-sleep_acq-20170119T0055_eeg.eeg	2017-01-19T05:55:00Z
func/sub-00014_ses-2_task-sleep_acq-20170119T0055_bold.nii.gz	2017-01-19T05:55:00Z
eeg/sub-00014_ses-2_task-sleep_acq-20170119T0140_eeg.eeg	2017-01-19T06:40:00Z
func/sub-00014_ses-2_task-sleep_acq-20170119T0140_bold.nii.gz	2017-01-19T06:40:00Z
eeg/sub-00014_ses-2_task-sleep_acq-20170119T0240_eeg.eeg	2017-01-19T07:40:00Z
func/sub-00014_ses-2_task-sleep_acq-20170119T0240_bold.nii.gz	2017-01-19T07:40:00Z
eeg/sub-00014_ses-2_task-sleep_acq-20170119T0253_eeg.eeg	2017-01-19T07:53:00Z
func/sub-00014_ses-2_task-sleep_acq-20170119T0253_bold.nii.gz	2017-01-19T07:53:00Z
eeg/sub-00014_ses-2_task-sleep_acq-20170119T0303_eeg.eeg	2017-01-19T08:03:00Z
func/sub-00014_ses-2_task-sleep_acq-20170119T0303_bold.nii.gz	2017-01-19T08:03:00Z
